year,flujo,macro_sector,lv1,lit_lv1,lv2,lit_lv2,lv3,lit_lv3,lv4,lit_lv4,total_millones,top_paises_lv1,tva_lv1,top_paises_lv2,tva_lv2,top_paises_lv3,tva_lv3,top_paises_lv4,tva_lv4
2025,E,Agroalimentario,11,Sectores Cárnicos,1112,Ovino-caprino,111212,Carne de ovino-caprino,NA,NA,414.79,"Francia, Portugal, Italia",2.6,"Argelia, Francia, Italia",7.6,"Francia, Argelia, Italia",25.7,"Francia, Argelia, Italia",25.7
2025,E,Agroalimentario,11,Sectores Cárnicos,1112,Ovino-caprino,111213,Preparaciones de  ovino-caprino,NA,NA,3.87,"Francia, Portugal, Italia",2.6,"Argelia, Francia, Italia",7.6,"Francia, Países Bajos, Portugal",30,"Francia, Países Bajos, Portugal",30
2025,E,Agroalimentario,11,Sectores Cárnicos,1112,Ovino-caprino,111214,Despojos,NA,NA,16.98,"Francia, Portugal, Italia",2.6,"Argelia, Francia, Italia",7.6,"Grecia, Italia, Francia",12.1,"Grecia, Italia, Francia",12.1
2025,E,Agroalimentario,11,Sectores Cárnicos,1113,Porcino,111311,Animales vivos de porcino,NA,NA,210.37,"Francia, Portugal, Italia",2.6,"Francia, China, Italia",-3.3,"Portugal, Italia, Alemania",3.1,"Portugal, Italia, Alemania",3.1
2025,E,Agroalimentario,11,Sectores Cárnicos,1113,Porcino,111312,Carne fresca y refrigerada de porcino,NA,NA,2975.8,"Francia, Portugal, Italia",2.6,"Francia, China, Italia",-3.3,"Italia, Francia, Rumanía",-8.5,"Italia, Francia, Rumanía",-8.5
2025,E,Agroalimentario,11,Sectores Cárnicos,1113,Porcino,111313,Carne congelada de  porcino,NA,NA,2769.97,"Francia, Portugal, Italia",2.6,"Francia, China, Italia",-3.3,"Japón, China, Corea del Sur",-2.8,"Japón, China, Corea del Sur",-2.8
2025,E,Agroalimentario,11,Sectores Cárnicos,1113,Porcino,111314,Tocino de porcino,NA,NA,139.75,"Francia, Portugal, Italia",2.6,"Francia, China, Italia",-3.3,"Filipinas, Vietnam, Alemania",-5.8,"Filipinas, Vietnam, Alemania",-5.8
2025,E,Agroalimentario,11,Sectores Cárnicos,1113,Porcino,111315,Jamones y paleta de porcino,NA,NA,806.51,"Francia, Portugal, Italia",2.6,"Francia, China, Italia",-3.3,"Francia, Alemania, Portugal",5.1,"Francia, Alemania, Portugal",5.1
2025,E,Agroalimentario,11,Sectores Cárnicos,1113,Porcino,111316,Preparaciones de  porcino,NA,NA,996.26,"Francia, Portugal, Italia",2.6,"Francia, China, Italia",-3.3,"Francia, Reino Unido, Portugal",4.7,"Francia, Reino Unido, Portugal",4.7
2025,E,Agroalimentario,11,Sectores Cárnicos,1113,Porcino,111317,Despojos de  porcino,NA,NA,769.82,"Francia, Portugal, Italia",2.6,"Francia, China, Italia",-3.3,"China, Filipinas, Francia",-2.8,"China, Filipinas, Francia",-2.8
2025,E,Agroalimentario,11,Sectores Cárnicos,1114,Aves y huevos,111411,Animales vivos de  aves,NA,NA,124.76,"Francia, Portugal, Italia",2.6,"Portugal, Francia, Reino Unido",19,"Portugal, Argelia, Marruecos",12.7,"Portugal, Argelia, Marruecos",12.7
2025,E,Agroalimentario,11,Sectores Cárnicos,1114,Aves y huevos,111412,Carne de aves,NA,NA,629.53,"Francia, Portugal, Italia",2.6,"Portugal, Francia, Reino Unido",19,"Portugal, Francia, Alemania",23.2,"Portugal, Francia, Alemania",23.2
2025,E,Agroalimentario,11,Sectores Cárnicos,1114,Aves y huevos,111413,Huevos y Ovoproductos,NA,NA,390.75,"Francia, Portugal, Italia",2.6,"Portugal, Francia, Reino Unido",19,"Francia, Portugal, Países Bajos",20.7,"Francia, Portugal, Países Bajos",20.7
2025,E,Agroalimentario,11,Sectores Cárnicos,1114,Aves y huevos,111414,Preparados  de aves,NA,NA,198.5,"Francia, Portugal, Italia",2.6,"Portugal, Francia, Reino Unido",19,"Portugal, Reino Unido, Francia",8.3,"Portugal, Reino Unido, Francia",8.3
2025,E,Agroalimentario,11,Sectores Cárnicos,1115,Otros animales,111511,Otros animales vivos,NA,NA,92.5,"Francia, Portugal, Italia",2.6,"Italia, Países Bajos, Francia",10.1,"Países Bajos, Emiratos Árabes Unidos, Francia",18.8,"Países Bajos, Emiratos Árabes Unidos, Francia",18.8
2025,E,Agroalimentario,11,Sectores Cárnicos,1115,Otros animales,111512,Carne de otros animales,NA,NA,119.16,"Francia, Portugal, Italia",2.6,"Italia, Países Bajos, Francia",10.1,"Italia, Alemania, Portugal",4.2,"Italia, Alemania, Portugal",4.2
2025,E,Agroalimentario,12,Lácteos,1211,Lácteos,121111,Leche,NA,NA,429.91,"Portugal, Francia, Italia",1.3,"Portugal, Francia, Italia",1.3,"Portugal, Francia, Países Bajos",-7.1,"Portugal, Francia, Países Bajos",-7.1
2025,E,Agroalimentario,12,Lácteos,1211,Lácteos,121112,Mantequilla,NA,NA,119.18,"Portugal, Francia, Italia",1.3,"Portugal, Francia, Italia",1.3,"Italia, Francia, Bélgica",13.3,"Italia, Francia, Bélgica",13.3
2025,E,Agroalimentario,12,Lácteos,1211,Lácteos,121113,Quesos,NA,NA,878.81,"Portugal, Francia, Italia",1.3,"Portugal, Francia, Italia",1.3,"Francia, Portugal, Italia",4.6,"Francia, Portugal, Italia",4.6
2025,E,Agroalimentario,12,Lácteos,1211,Lácteos,121114,Yogures y lactosueros,NA,NA,443.7,"Portugal, Francia, Italia",1.3,"Portugal, Francia, Italia",1.3,"Portugal, Francia, Italia",0.8,"Portugal, Francia, Italia",0.8
2025,E,Agroalimentario,13,Pesca,1311,Pesca,131111,Peces vivos,NA,NA,40.68,"Italia, Portugal, Francia",8.8,"Italia, Portugal, Francia",8.8,"Francia, Italia, Portugal",22.9,"Francia, Italia, Portugal",22.9
2025,E,Agroalimentario,13,Pesca,1311,Pesca,131112,Pescado fresco,NA,NA,879.75,"Italia, Portugal, Francia",8.8,"Italia, Portugal, Francia",8.8,"Portugal, Italia, Francia",9.9,"Portugal, Italia, Francia",9.9
2025,E,Agroalimentario,13,Pesca,1311,Pesca,131113,Pescado congelado,NA,NA,1347.35,"Italia, Portugal, Francia",8.8,"Italia, Portugal, Francia",8.8,"Italia, Portugal, China",20.5,"Italia, Portugal, China",20.5
2025,E,Agroalimentario,13,Pesca,1311,Pesca,131114,"Moluscos, crustáceos y otros invertebrados acuá",NA,NA,1756.84,"Italia, Portugal, Francia",8.8,"Italia, Portugal, Francia",8.8,"Italia, Portugal, Francia",2.8,"Italia, Portugal, Francia",2.8
2025,E,Agroalimentario,13,Pesca,1311,Pesca,131115,Los demás preparados de productos de la pesca,NA,NA,112.76,"Italia, Portugal, Francia",8.8,"Italia, Portugal, Francia",8.8,"Portugal, Italia, Francia",1.8,"Portugal, Italia, Francia",1.8
2025,E,Agroalimentario,13,Pesca,1311,Pesca,131116,Conservas de pescados,NA,NA,1223.65,"Italia, Portugal, Francia",8.8,"Italia, Portugal, Francia",8.8,"Italia, Francia, Portugal",8,"Italia, Francia, Portugal",8
2025,E,Agroalimentario,13,Pesca,1311,Pesca,131117,Conservas de moluscos y crustaceos,NA,NA,379.39,"Italia, Portugal, Francia",8.8,"Italia, Portugal, Francia",8.8,"Francia, Estados Unidos, Italia",2.8,"Francia, Estados Unidos, Italia",2.8
2025,E,Agroalimentario,14,Cereales y productos de molinera,1411,Cereales,141111,Trigo,NA,NA,75.58,"Portugal, Francia, Reino Unido",-5.8,"Portugal, Francia, Reino Unido",-5.8,"Túnez, Portugal, Italia",-54.3,"Túnez, Portugal, Italia",-54.3
2025,E,Agroalimentario,14,Cereales y productos de molinera,1411,Cereales,141112,Cebada,NA,NA,22.07,"Portugal, Francia, Reino Unido",-5.8,"Portugal, Francia, Reino Unido",-5.8,"Portugal, Francia, Bélgica",40.1,"Portugal, Francia, Bélgica",40.1
2025,E,Agroalimentario,14,Cereales y productos de molinera,1411,Cereales,141113,Maiz,NA,NA,100.04,"Portugal, Francia, Reino Unido",-5.8,"Portugal, Francia, Reino Unido",-5.8,"Francia, Portugal, Reino Unido",-15.9,"Francia, Portugal, Reino Unido",-15.9
2025,E,Agroalimentario,14,Cereales y productos de molinera,1411,Cereales,141114,Arroz,NA,NA,193.94,"Portugal, Francia, Reino Unido",-5.8,"Portugal, Francia, Reino Unido",-5.8,"Portugal, Francia, Reino Unido",14.7,"Portugal, Francia, Reino Unido",14.7
2025,E,Agroalimentario,14,Cereales y productos de molinera,1411,Cereales,141115,Otros cereales,NA,NA,26.41,"Portugal, Francia, Reino Unido",-5.8,"Portugal, Francia, Reino Unido",-5.8,"Portugal, Francia, Italia",2.3,"Portugal, Francia, Italia",2.3
2025,E,Agroalimentario,14,Cereales y productos de molinera,1411,Cereales,141116,Harina de trigo,NA,NA,58.19,"Portugal, Francia, Reino Unido",-5.8,"Portugal, Francia, Reino Unido",-5.8,"Portugal, Francia, Italia",37.6,"Portugal, Francia, Italia",37.6
2025,E,Agroalimentario,14,Cereales y productos de molinera,1411,Cereales,141117,Otras harinas,NA,NA,28.46,"Portugal, Francia, Reino Unido",-5.8,"Portugal, Francia, Reino Unido",-5.8,"Francia, Omán, Portugal",1.8,"Francia, Omán, Portugal",1.8
2025,E,Agroalimentario,14,Cereales y productos de molinera,1411,Cereales,141118,Malta,NA,NA,23.25,"Portugal, Francia, Reino Unido",-5.8,"Portugal, Francia, Reino Unido",-5.8,"Portugal, República Democrática del Congo, Burkina Faso",-48.9,"Portugal, República Democrática del Congo, Burkina Faso",-48.9
2025,E,Agroalimentario,14,Cereales y productos de molinera,1411,Cereales,141119,Almidón,NA,NA,63.32,"Portugal, Francia, Reino Unido",-5.8,"Portugal, Francia, Reino Unido",-5.8,"Francia, Portugal, Reino Unido",-12.7,"Francia, Portugal, Reino Unido",-12.7
2025,E,Agroalimentario,14,Cereales y productos de molinera,1411,Cereales,141120,Grañones y sémola de trigo,NA,NA,42.07,"Portugal, Francia, Reino Unido",-5.8,"Portugal, Francia, Reino Unido",-5.8,"Francia, Mali, Côte d’Ivoire",5.4,"Francia, Mali, Côte d’Ivoire",5.4
2025,E,Agroalimentario,14,Cereales y productos de molinera,1411,Cereales,141121,Otros productos de cereales,NA,NA,199.47,"Portugal, Francia, Reino Unido",-5.8,"Portugal, Francia, Reino Unido",-5.8,"Francia, Portugal, Alemania",24,"Francia, Portugal, Alemania",24
2025,E,Agroalimentario,15,Industrias alimentarias y piensos,1511,Industrias alimentarias,151111,Residuos de porductos alimentarios,NA,NA,427.94,"Francia, Portugal, Italia",7.2,"Francia, Portugal, Italia",7.2,"Francia, Portugal, Italia",-1.3,"Francia, Portugal, Italia",-1.3
2025,E,Agroalimentario,15,Industrias alimentarias y piensos,1511,Industrias alimentarias,151112,Piensos,NA,NA,1465.81,"Francia, Portugal, Italia",7.2,"Francia, Portugal, Italia",7.2,"Portugal, Francia, Italia",9.9,"Portugal, Francia, Italia",9.9
2025,E,Agroalimentario,16,Flores y plantas,1611,Flores y plantas,161111,Flores y plantas,NA,NA,742.83,"Francia, Países Bajos, Portugal",6.1,"Francia, Países Bajos, Portugal",6.1,"Francia, Países Bajos, Portugal",6.1,"Francia, Países Bajos, Portugal",6.1
2025,E,Agroalimentario,17,Hortalizas y legumbres,1711,Hortalizas y legumbres,171111,Tomate,NA,NA,727.54,"Alemania, Reino Unido, Francia",11.5,"Alemania, Reino Unido, Francia",11.5,"Alemania, Reino Unido, Francia",NA,"Alemania, Reino Unido, Francia",NA
2025,E,Agroalimentario,17,Hortalizas y legumbres,1711,Hortalizas y legumbres,171112,Pimiento,NA,NA,1767.95,"Alemania, Reino Unido, Francia",11.5,"Alemania, Reino Unido, Francia",11.5,"Alemania, Reino Unido, Francia",6.1,"Alemania, Reino Unido, Francia",6.1
2025,E,Agroalimentario,17,Hortalizas y legumbres,1711,Hortalizas y legumbres,171113,Pepino,NA,NA,1185.44,"Alemania, Reino Unido, Francia",11.5,"Alemania, Reino Unido, Francia",11.5,"Alemania, Reino Unido, Países Bajos",20.9,"Alemania, Reino Unido, Países Bajos",20.9
2025,E,Agroalimentario,17,Hortalizas y legumbres,1711,Hortalizas y legumbres,171114,Lechuga,NA,NA,1043.89,"Alemania, Reino Unido, Francia",11.5,"Alemania, Reino Unido, Francia",11.5,"Alemania, Francia, Reino Unido",3.2,"Alemania, Francia, Reino Unido",3.2
2025,E,Agroalimentario,17,Hortalizas y legumbres,1711,Hortalizas y legumbres,171115,Patata,NA,NA,147.28,"Alemania, Reino Unido, Francia",11.5,"Alemania, Reino Unido, Francia",11.5,"Portugal, Francia, Alemania",-33,"Portugal, Francia, Alemania",-33
2025,E,Agroalimentario,17,Hortalizas y legumbres,1711,Hortalizas y legumbres,171116,Cebolla,NA,NA,179.94,"Alemania, Reino Unido, Francia",11.5,"Alemania, Reino Unido, Francia",11.5,"Alemania, Reino Unido, Portugal",-3.5,"Alemania, Reino Unido, Portugal",-3.5
2025,E,Agroalimentario,17,Hortalizas y legumbres,1711,Hortalizas y legumbres,171117,Ajos,NA,NA,454.9,"Alemania, Reino Unido, Francia",11.5,"Alemania, Reino Unido, Francia",11.5,"Alemania, Estados Unidos, Reino Unido",-0.1,"Alemania, Estados Unidos, Reino Unido",-0.1
2025,E,Agroalimentario,17,Hortalizas y legumbres,1711,Hortalizas y legumbres,171118,Zanahoria,NA,NA,68.72,"Alemania, Reino Unido, Francia",11.5,"Alemania, Reino Unido, Francia",11.5,"Francia, Alemania, Portugal",-39,"Francia, Alemania, Portugal",-39
2025,E,Agroalimentario,17,Hortalizas y legumbres,1711,Hortalizas y legumbres,171119,Las demas hortalizas frescas,NA,NA,2266.95,"Alemania, Reino Unido, Francia",11.5,"Alemania, Reino Unido, Francia",11.5,"Alemania, Reino Unido, Francia",-2,"Alemania, Reino Unido, Francia",-2
2025,E,Agroalimentario,17,Hortalizas y legumbres,1711,Hortalizas y legumbres,171120,Hortalizas congeladas,NA,NA,905.22,"Alemania, Reino Unido, Francia",11.5,"Alemania, Reino Unido, Francia",11.5,"Francia, Alemania, Estados Unidos",5.8,"Francia, Alemania, Estados Unidos",5.8
2025,E,Agroalimentario,17,Hortalizas y legumbres,1711,Hortalizas y legumbres,171121,Hortalizas conservadas o secas,NA,NA,175.01,"Alemania, Reino Unido, Francia",11.5,"Alemania, Reino Unido, Francia",11.5,"Alemania, Francia, Portugal",-1.5,"Alemania, Francia, Portugal",-1.5
2025,E,Agroalimentario,17,Hortalizas y legumbres,1711,Hortalizas y legumbres,171122,Legumbres,NA,NA,60.46,"Alemania, Reino Unido, Francia",11.5,"Alemania, Reino Unido, Francia",11.5,"Alemania, Países Bajos, Francia",-26.3,"Alemania, Países Bajos, Francia",-26.3
2025,E,Agroalimentario,18,Frutas,1811,Frutas,181111,Cítricos,NA,NA,3697.82,"Alemania, Francia, Reino Unido",9.7,"Alemania, Francia, Reino Unido",9.7,"Alemania, Francia, Reino Unido",4.6,"Alemania, Francia, Reino Unido",4.6
2025,E,Agroalimentario,18,Frutas,1811,Frutas,181112,Melones y sandías,NA,NA,958.47,"Alemania, Francia, Reino Unido",9.7,"Alemania, Francia, Reino Unido",9.7,"Alemania, Francia, Reino Unido",8.7,"Alemania, Francia, Reino Unido",8.7
2025,E,Agroalimentario,18,Frutas,1811,Frutas,181113,Melocotón y nectarina,NA,NA,1186.55,"Alemania, Francia, Reino Unido",9.7,"Alemania, Francia, Reino Unido",9.7,"Alemania, Francia, Italia",15.5,"Alemania, Francia, Italia",15.5
2025,E,Agroalimentario,18,Frutas,1811,Frutas,181114,Fresas,NA,NA,871.09,"Alemania, Francia, Reino Unido",9.7,"Alemania, Francia, Reino Unido",9.7,"Alemania, Reino Unido, Francia",10.5,"Alemania, Reino Unido, Francia",10.5
2025,E,Agroalimentario,18,Frutas,1811,Frutas,181115,Los demás frutos rojos,NA,NA,1243.49,"Alemania, Francia, Reino Unido",9.7,"Alemania, Francia, Reino Unido",9.7,"Alemania, Países Bajos, Reino Unido",10.7,"Alemania, Países Bajos, Reino Unido",10.7
2025,E,Agroalimentario,18,Frutas,1811,Frutas,181116,Caquis,NA,NA,261.51,"Alemania, Francia, Reino Unido",9.7,"Alemania, Francia, Reino Unido",9.7,"Alemania, Francia, Italia",5.4,"Alemania, Francia, Italia",5.4
2025,E,Agroalimentario,18,Frutas,1811,Frutas,181117,"Manzanas, peras y membrillos",NA,NA,204.47,"Alemania, Francia, Reino Unido",9.7,"Alemania, Francia, Reino Unido",9.7,"Marruecos, Italia, Francia",4.7,"Marruecos, Italia, Francia",4.7
2025,E,Agroalimentario,18,Frutas,1811,Frutas,181118,Plátano,NA,NA,92.42,"Alemania, Francia, Reino Unido",9.7,"Alemania, Francia, Reino Unido",9.7,"Portugal, Francia, Marruecos",-17.5,"Portugal, Francia, Marruecos",-17.5
2025,E,Agroalimentario,18,Frutas,1811,Frutas,181119,Almendras y avellanas,NA,NA,857.97,"Alemania, Francia, Reino Unido",9.7,"Alemania, Francia, Reino Unido",9.7,"Alemania, Italia, Francia",23,"Alemania, Italia, Francia",23
2025,E,Agroalimentario,18,Frutas,1811,Frutas,181120,Uva,NA,NA,477.88,"Alemania, Francia, Reino Unido",9.7,"Alemania, Francia, Reino Unido",9.7,"Alemania, Reino Unido, Portugal",6.6,"Alemania, Reino Unido, Portugal",6.6
2025,E,Agroalimentario,18,Frutas,1811,Frutas,181121,Las demás frutas frescas y desecadas y demás fr,NA,NA,1863.8,"Alemania, Francia, Reino Unido",9.7,"Alemania, Francia, Reino Unido",9.7,"Francia, Alemania, Portugal",15.1,"Francia, Alemania, Portugal",15.1
2025,E,Agroalimentario,18,Frutas,1811,Frutas,181122,Frutas congeladas,NA,NA,86.48,"Alemania, Francia, Reino Unido",9.7,"Alemania, Francia, Reino Unido",9.7,"Francia, Alemania, Bélgica",8.8,"Francia, Alemania, Bélgica",8.8
2025,E,Agroalimentario,18,Frutas,1811,Frutas,181123,Frutas conservadas provisionalmente y cortezas,NA,NA,115.88,"Alemania, Francia, Reino Unido",9.7,"Alemania, Francia, Reino Unido",9.7,"Alemania, Francia, Portugal",12.9,"Alemania, Francia, Portugal",12.9
2025,E,Agroalimentario,19,Conservas vegetales,1911,Conservas vegetales,191111,Tomate,NA,NA,542.68,"Francia, Reino Unido, Estados Unidos",3.5,"Francia, Reino Unido, Estados Unidos",3.5,"Alemania, Francia, Italia",-10,"Alemania, Francia, Italia",-10
2025,E,Agroalimentario,19,Conservas vegetales,1911,Conservas vegetales,191112,Aceituna,NA,NA,985.37,"Francia, Reino Unido, Estados Unidos",3.5,"Francia, Reino Unido, Estados Unidos",3.5,"Estados Unidos, Italia, Francia",0.7,"Estados Unidos, Italia, Francia",0.7
2025,E,Agroalimentario,19,Conservas vegetales,1911,Conservas vegetales,191113,Esparragos,NA,NA,17.66,"Francia, Reino Unido, Estados Unidos",3.5,"Francia, Reino Unido, Estados Unidos",3.5,"Francia, Italia, Suecia",12.2,"Francia, Italia, Suecia",12.2
2025,E,Agroalimentario,19,Conservas vegetales,1911,Conservas vegetales,191114,Las demás hortalizas,NA,NA,942.41,"Francia, Reino Unido, Estados Unidos",3.5,"Francia, Reino Unido, Estados Unidos",3.5,"Francia, Reino Unido, Portugal",-3.7,"Francia, Reino Unido, Portugal",-3.7
2025,E,Agroalimentario,19,Conservas vegetales,1911,Conservas vegetales,191115,Zumos,NA,NA,1021.66,"Francia, Reino Unido, Estados Unidos",3.5,"Francia, Reino Unido, Estados Unidos",3.5,"Francia, Reino Unido, Alemania",11.7,"Francia, Reino Unido, Alemania",11.7
2025,E,Agroalimentario,19,Conservas vegetales,1911,Conservas vegetales,191116,Confituras y mermeladas,NA,NA,265.66,"Francia, Reino Unido, Estados Unidos",3.5,"Francia, Reino Unido, Estados Unidos",3.5,"Portugal, Alemania, Francia",8.1,"Portugal, Alemania, Francia",8.1
2025,E,Agroalimentario,19,Conservas vegetales,1911,Conservas vegetales,191117,Las demás frutas,NA,NA,599.49,"Francia, Reino Unido, Estados Unidos",3.5,"Francia, Reino Unido, Estados Unidos",3.5,"Francia, Alemania, Países Bajos",22.4,"Francia, Alemania, Países Bajos",22.4
2025,E,Agroalimentario,20,Vinos y bebidas,2011,Vinos y bebidas,201111,Agua,NA,NA,52.8,"Francia, Alemania, Reino Unido",2.5,"Francia, Alemania, Reino Unido",2.5,"Francia, Portugal, Andorra",8.1,"Francia, Portugal, Andorra",8.1
2025,E,Agroalimentario,20,Vinos y bebidas,2011,Vinos y bebidas,201112,Bebidas refrescantes,NA,NA,718.58,"Francia, Alemania, Reino Unido",2.5,"Francia, Alemania, Reino Unido",2.5,"Portugal, Francia, Reino Unido",18.4,"Portugal, Francia, Reino Unido",18.4
2025,E,Agroalimentario,20,Vinos y bebidas,2011,Vinos y bebidas,201113,Cerveza,NA,NA,327.9,"Francia, Alemania, Reino Unido",2.5,"Francia, Alemania, Reino Unido",2.5,"China, Cuba, Reino Unido",8.4,"China, Cuba, Reino Unido",8.4
2025,E,Agroalimentario,20,Vinos y bebidas,2011,Vinos y bebidas,201114,Mosto,NA,NA,400.26,"Francia, Alemania, Reino Unido",2.5,"Francia, Alemania, Reino Unido",2.5,"Italia, China, Francia",5.6,"Italia, China, Francia",5.6
2025,E,Agroalimentario,20,Vinos y bebidas,2011,Vinos y bebidas,201115,Vino,NA,NA,2899.64,"Francia, Alemania, Reino Unido",2.5,"Francia, Alemania, Reino Unido",2.5,"Alemania, Reino Unido, Estados Unidos",-2.6,"Alemania, Reino Unido, Estados Unidos",-2.6
2025,E,Agroalimentario,20,Vinos y bebidas,2011,Vinos y bebidas,201116,Vermut y vino aromátizado,NA,NA,82.67,"Francia, Alemania, Reino Unido",2.5,"Francia, Alemania, Reino Unido",2.5,"Estados Unidos, Francia, Bélgica",-7.1,"Estados Unidos, Francia, Bélgica",-7.1
2025,E,Agroalimentario,20,Vinos y bebidas,2011,Vinos y bebidas,201117,Otras bebidas fermentadas,NA,NA,38.6,"Francia, Alemania, Reino Unido",2.5,"Francia, Alemania, Reino Unido",2.5,"Estados Unidos, Portugal, Reino Unido",5.4,"Estados Unidos, Portugal, Reino Unido",5.4
2025,E,Agroalimentario,20,Vinos y bebidas,2011,Vinos y bebidas,201118,Bebidas espirituosas,NA,NA,1081.73,"Francia, Alemania, Reino Unido",2.5,"Francia, Alemania, Reino Unido",2.5,"Filipinas, Alemania, Italia",4,"Filipinas, Alemania, Italia",4
