year,flujo,macro_sector,lv1,lit_lv1,lv2,lit_lv2,lv3,lit_lv3,lv4,lit_lv4,total_millones,top_paises_lv1,tva_lv1,top_paises_lv2,tva_lv2,top_paises_lv3,tva_lv3,top_paises_lv4,tva_lv4
2022,I,Agroalimentario,11,Sectores Cárnicos,1111,Bovino,111113,Carne congelada de  bovino,NA,NA,195.39,"Países Bajos, Francia, Alemania",29.1,"Países Bajos, Francia, Polonia",28.8,"Brasil, Alemania, Polonia",68.2,"Brasil, Alemania, Polonia",68.2
2022,I,Agroalimentario,11,Sectores Cárnicos,1111,Bovino,111114,Preparaciones y despojos de  bovino,NA,NA,69.03,"Países Bajos, Francia, Alemania",29.1,"Países Bajos, Francia, Polonia",28.8,"Alemania, Países Bajos, Dinamarca",29.7,"Alemania, Países Bajos, Dinamarca",29.7
2022,I,Agroalimentario,11,Sectores Cárnicos,1111,Bovino,111115,Despojos de bovino,NA,NA,23.53,"Países Bajos, Francia, Alemania",29.1,"Países Bajos, Francia, Polonia",28.8,"Francia, Alemania, Polonia",37.8,"Francia, Alemania, Polonia",37.8
2022,I,Agroalimentario,11,Sectores Cárnicos,1112,Ovino-caprino,111211,Animales vivos de  ovino-caprino,NA,NA,11.62,"Países Bajos, Francia, Alemania",29.1,"Italia, Francia, Grecia",34.8,"Francia, Italia, Grecia",-4.7,"Francia, Italia, Grecia",-4.7
2022,I,Agroalimentario,11,Sectores Cárnicos,1112,Ovino-caprino,111212,Carne de ovino-caprino,NA,NA,59.71,"Países Bajos, Francia, Alemania",29.1,"Italia, Francia, Grecia",34.8,"Italia, Grecia, Francia",44.2,"Italia, Grecia, Francia",44.2
2022,I,Agroalimentario,11,Sectores Cárnicos,1112,Ovino-caprino,111213,Preparaciones de  ovino-caprino,NA,NA,3.65,"Países Bajos, Francia, Alemania",29.1,"Italia, Francia, Grecia",34.8,"Alemania, Rumanía, Francia",63.1,"Alemania, Rumanía, Francia",63.1
2022,I,Agroalimentario,11,Sectores Cárnicos,1112,Ovino-caprino,111214,Despojos,NA,NA,1.8,"Países Bajos, Francia, Alemania",29.1,"Italia, Francia, Grecia",34.8,"Portugal, Nueva Zelanda, Francia",60.4,"Portugal, Nueva Zelanda, Francia",60.4
2022,I,Agroalimentario,11,Sectores Cárnicos,1113,Porcino,111311,Animales vivos de porcino,NA,NA,270.43,"Países Bajos, Francia, Alemania",29.1,"Países Bajos, Alemania, Portugal",16,"Países Bajos, Portugal, Dinamarca",22.3,"Países Bajos, Portugal, Dinamarca",22.3
2022,I,Agroalimentario,11,Sectores Cárnicos,1113,Porcino,111312,Carne fresca y refrigerada de porcino,NA,NA,119.84,"Países Bajos, Francia, Alemania",29.1,"Países Bajos, Alemania, Portugal",16,"Países Bajos, Alemania, Portugal",-2.3,"Países Bajos, Alemania, Portugal",-2.3
2022,I,Agroalimentario,11,Sectores Cárnicos,1113,Porcino,111313,Carne congelada de  porcino,NA,NA,116.78,"Países Bajos, Francia, Alemania",29.1,"Países Bajos, Alemania, Portugal",16,"Francia, Alemania, Dinamarca",31.6,"Francia, Alemania, Dinamarca",31.6
2022,I,Agroalimentario,11,Sectores Cárnicos,1113,Porcino,111314,Tocino de porcino,NA,NA,8.16,"Países Bajos, Francia, Alemania",29.1,"Países Bajos, Alemania, Portugal",16,"Alemania, Francia, Polonia",-30.2,"Alemania, Francia, Polonia",-30.2
2022,I,Agroalimentario,11,Sectores Cárnicos,1113,Porcino,111315,Jamones y paleta de porcino,NA,NA,18.57,"Países Bajos, Francia, Alemania",29.1,"Países Bajos, Alemania, Portugal",16,"Italia, Alemania, Portugal",-15.3,"Italia, Alemania, Portugal",-15.3
2022,I,Agroalimentario,11,Sectores Cárnicos,1113,Porcino,111316,Preparaciones de  porcino,NA,NA,197.91,"Países Bajos, Francia, Alemania",29.1,"Países Bajos, Alemania, Portugal",16,"Alemania, Italia, Irlanda",18.4,"Alemania, Italia, Irlanda",18.4
2022,I,Agroalimentario,11,Sectores Cárnicos,1113,Porcino,111317,Despojos de  porcino,NA,NA,27.52,"Países Bajos, Francia, Alemania",29.1,"Países Bajos, Alemania, Portugal",16,"Alemania, Italia, Polonia",28.4,"Alemania, Italia, Polonia",28.4
2022,I,Agroalimentario,11,Sectores Cárnicos,1114,Aves y huevos,111411,Animales vivos de  aves,NA,NA,48.65,"Países Bajos, Francia, Alemania",29.1,"Polonia, Francia, Alemania",48.3,"Francia, Portugal, Países Bajos",18.7,"Francia, Portugal, Países Bajos",18.7
2022,I,Agroalimentario,11,Sectores Cárnicos,1114,Aves y huevos,111412,Carne de aves,NA,NA,512.17,"Países Bajos, Francia, Alemania",29.1,"Polonia, Francia, Alemania",48.3,"Polonia, Alemania, Brasil",63.6,"Polonia, Alemania, Brasil",63.6
2022,I,Agroalimentario,11,Sectores Cárnicos,1114,Aves y huevos,111413,Huevos y Ovoproductos,NA,NA,124.12,"Países Bajos, Francia, Alemania",29.1,"Polonia, Francia, Alemania",48.3,"Portugal, Francia, Italia",23.3,"Portugal, Francia, Italia",23.3
2022,I,Agroalimentario,11,Sectores Cárnicos,1114,Aves y huevos,111414,Preparados  de aves,NA,NA,219.36,"Países Bajos, Francia, Alemania",29.1,"Polonia, Francia, Alemania",48.3,"Francia, Países Bajos, Alemania",41.3,"Francia, Países Bajos, Alemania",41.3
2022,I,Agroalimentario,11,Sectores Cárnicos,1115,Otros animales,111511,Otros animales vivos,NA,NA,69.92,"Países Bajos, Francia, Alemania",29.1,"Francia, Países Bajos, Portugal",-2.5,"Francia, Países Bajos, Bélgica",-16.1,"Francia, Países Bajos, Bélgica",-16.1
2022,I,Agroalimentario,11,Sectores Cárnicos,1115,Otros animales,111512,Carne de otros animales,NA,NA,27.51,"Países Bajos, Francia, Alemania",29.1,"Francia, Países Bajos, Portugal",-2.5,"Francia, Portugal, Países Bajos",65.9,"Francia, Portugal, Países Bajos",65.9
2022,I,Agroalimentario,12,Lácteos,1211,Lácteos,121111,Leche,NA,NA,421.84,"Francia, Países Bajos, Alemania",55,"Francia, Países Bajos, Alemania",55,"Francia, Países Bajos, Portugal",46.5,"Francia, Países Bajos, Portugal",46.5
2022,I,Agroalimentario,12,Lácteos,1211,Lácteos,121112,Mantequilla,NA,NA,185.17,"Francia, Países Bajos, Alemania",55,"Francia, Países Bajos, Alemania",55,"Países Bajos, Bélgica, Francia",62.3,"Países Bajos, Bélgica, Francia",62.3
2022,I,Agroalimentario,12,Lácteos,1211,Lácteos,121113,Quesos,NA,NA,1637.73,"Francia, Países Bajos, Alemania",55,"Francia, Países Bajos, Alemania",55,"Países Bajos, Alemania, Francia",42.9,"Países Bajos, Alemania, Francia",42.9
2022,I,Agroalimentario,12,Lácteos,1211,Lácteos,121114,Yogures y lactosueros,NA,NA,368.5,"Francia, Países Bajos, Alemania",55,"Francia, Países Bajos, Alemania",55,"Francia, Alemania, Portugal",167.5,"Francia, Alemania, Portugal",167.5
2022,I,Agroalimentario,13,Pesca,1311,Pesca,131111,Peces vivos,NA,NA,118.45,"Marruecos, Ecuador, Francia",21.5,"Marruecos, Ecuador, Francia",21.5,"Francia, Suecia, Italia",152.6,"Francia, Suecia, Italia",152.6
2022,I,Agroalimentario,13,Pesca,1311,Pesca,131112,Pescado fresco,NA,NA,1629.42,"Marruecos, Ecuador, Francia",21.5,"Marruecos, Ecuador, Francia",21.5,"Noruega, Suecia, Francia",13.1,"Noruega, Suecia, Francia",13.1
2022,I,Agroalimentario,13,Pesca,1311,Pesca,131113,Pescado congelado,NA,NA,1712.97,"Marruecos, Ecuador, Francia",21.5,"Marruecos, Ecuador, Francia",21.5,"Namibia, China, Portugal",23.2,"Namibia, China, Portugal",23.2
2022,I,Agroalimentario,13,Pesca,1311,Pesca,131114,"Moluscos, crustáceos y otros invertebrados acuá",NA,NA,3934.28,"Marruecos, Ecuador, Francia",21.5,"Marruecos, Ecuador, Francia",21.5,"Marruecos, Argentina, Ecuador",18.1,"Marruecos, Argentina, Ecuador",18.1
2022,I,Agroalimentario,13,Pesca,1311,Pesca,131115,Los demás preparados de productos de la pesca,NA,NA,228.45,"Marruecos, Ecuador, Francia",21.5,"Marruecos, Ecuador, Francia",21.5,"Islandia, Islas Feroe, Alemania",20.4,"Islandia, Islas Feroe, Alemania",20.4
2022,I,Agroalimentario,13,Pesca,1311,Pesca,131116,Conservas de pescados,NA,NA,1129.29,"Marruecos, Ecuador, Francia",21.5,"Marruecos, Ecuador, Francia",21.5,"Ecuador, China, Marruecos",42.8,"Ecuador, China, Marruecos",42.8
2022,I,Agroalimentario,13,Pesca,1311,Pesca,131117,Conservas de moluscos y crustaceos,NA,NA,197.23,"Marruecos, Ecuador, Francia",21.5,"Marruecos, Ecuador, Francia",21.5,"Chile, Vietnam, Países Bajos",13.5,"Chile, Vietnam, Países Bajos",13.5
2022,I,Agroalimentario,14,Cereales y productos de molinera,1411,Cereales,141111,Trigo,NA,NA,1735.83,"Ucrania, Brasil, Francia",82.1,"Ucrania, Brasil, Francia",82.1,"Francia, Ucrania, Letonia",69.6,"Francia, Ucrania, Letonia",69.6
2022,I,Agroalimentario,14,Cereales y productos de molinera,1411,Cereales,141112,Cebada,NA,NA,436.17,"Ucrania, Brasil, Francia",82.1,"Ucrania, Brasil, Francia",82.1,"Ucrania, Francia, Reino Unido",234.3,"Ucrania, Francia, Reino Unido",234.3
2022,I,Agroalimentario,14,Cereales y productos de molinera,1411,Cereales,141113,Maiz,NA,NA,3494.95,"Ucrania, Brasil, Francia",82.1,"Ucrania, Brasil, Francia",82.1,"Brasil, Ucrania, Francia",89.3,"Brasil, Ucrania, Francia",89.3
2022,I,Agroalimentario,14,Cereales y productos de molinera,1411,Cereales,141114,Arroz,NA,NA,263.25,"Ucrania, Brasil, Francia",82.1,"Ucrania, Brasil, Francia",82.1,"Myanmar (Birmania), Pakistán, Argentina",70.9,"Myanmar (Birmania), Pakistán, Argentina",70.9
2022,I,Agroalimentario,14,Cereales y productos de molinera,1411,Cereales,141115,Otros cereales,NA,NA,298.36,"Ucrania, Brasil, Francia",82.1,"Ucrania, Brasil, Francia",82.1,"Francia, Estados Unidos, Polonia",47.4,"Francia, Estados Unidos, Polonia",47.4
2022,I,Agroalimentario,14,Cereales y productos de molinera,1411,Cereales,141116,Harina de trigo,NA,NA,87.32,"Ucrania, Brasil, Francia",82.1,"Ucrania, Brasil, Francia",82.1,"Francia, Suecia, Italia",95.9,"Francia, Suecia, Italia",95.9
2022,I,Agroalimentario,14,Cereales y productos de molinera,1411,Cereales,141117,Otras harinas,NA,NA,78.66,"Ucrania, Brasil, Francia",82.1,"Ucrania, Brasil, Francia",82.1,"Italia, Países Bajos, Francia",4.5,"Italia, Países Bajos, Francia",4.5
2022,I,Agroalimentario,14,Cereales y productos de molinera,1411,Cereales,141118,Malta,NA,NA,28.33,"Ucrania, Brasil, Francia",82.1,"Ucrania, Brasil, Francia",82.1,"Francia, Bélgica, Alemania",11.9,"Francia, Bélgica, Alemania",11.9
2022,I,Agroalimentario,14,Cereales y productos de molinera,1411,Cereales,141119,Almidón,NA,NA,84.92,"Ucrania, Brasil, Francia",82.1,"Ucrania, Brasil, Francia",82.1,"Bélgica, Países Bajos, Francia",50.6,"Bélgica, Países Bajos, Francia",50.6
2022,I,Agroalimentario,14,Cereales y productos de molinera,1411,Cereales,141120,Grañones y sémola de trigo,NA,NA,6.65,"Ucrania, Brasil, Francia",82.1,"Ucrania, Brasil, Francia",82.1,"Italia, Portugal, Egipto",105.1,"Italia, Portugal, Egipto",105.1
2022,I,Agroalimentario,14,Cereales y productos de molinera,1411,Cereales,141121,Otros productos de cereales,NA,NA,105.73,"Ucrania, Brasil, Francia",82.1,"Ucrania, Brasil, Francia",82.1,"Francia, Alemania, Bélgica",44.5,"Francia, Alemania, Bélgica",44.5
2022,I,Agroalimentario,15,Industrias alimentarias y piensos,1511,Industrias alimentarias,151111,Residuos de porductos alimentarios,NA,NA,2227.36,"Argentina, Brasil, Francia",26.2,"Argentina, Brasil, Francia",26.2,"Argentina, Brasil, Francia",34,"Argentina, Brasil, Francia",34
2022,I,Agroalimentario,15,Industrias alimentarias y piensos,1511,Industrias alimentarias,151112,Piensos,NA,NA,928.58,"Argentina, Brasil, Francia",26.2,"Argentina, Brasil, Francia",26.2,"Francia, Países Bajos, Alemania",10.8,"Francia, Países Bajos, Alemania",10.8
2022,I,Agroalimentario,16,Flores y plantas,1611,Flores y plantas,161111,Flores y plantas,NA,NA,352.77,"Países Bajos, Colombia, Ecuador",17.2,"Países Bajos, Colombia, Ecuador",17.2,"Países Bajos, Colombia, Ecuador",17.2,"Países Bajos, Colombia, Ecuador",17.2
2022,I,Agroalimentario,17,Hortalizas y legumbres,1711,Hortalizas y legumbres,171112,Pimiento,NA,NA,104.35,"Francia, Marruecos, Países Bajos",33.4,"Francia, Marruecos, Países Bajos",33.4,"Marruecos, Países Bajos, Portugal",48.8,"Marruecos, Países Bajos, Portugal",48.8
2022,I,Agroalimentario,17,Hortalizas y legumbres,1711,Hortalizas y legumbres,171113,Pepino,NA,NA,16.16,"Francia, Marruecos, Países Bajos",33.4,"Francia, Marruecos, Países Bajos",33.4,"Marruecos, Alemania, Países Bajos",154,"Marruecos, Alemania, Países Bajos",154
2022,I,Agroalimentario,17,Hortalizas y legumbres,1711,Hortalizas y legumbres,171114,Lechuga,NA,NA,46.43,"Francia, Marruecos, Países Bajos",33.4,"Francia, Marruecos, Países Bajos",33.4,"Francia, Países Bajos, Italia",25.4,"Francia, Países Bajos, Italia",25.4
2022,I,Agroalimentario,17,Hortalizas y legumbres,1711,Hortalizas y legumbres,171115,Patata,NA,NA,367.11,"Francia, Marruecos, Países Bajos",33.4,"Francia, Marruecos, Países Bajos",33.4,"Francia, Países Bajos, Reino Unido",54,"Francia, Países Bajos, Reino Unido",54
2022,I,Agroalimentario,17,Hortalizas y legumbres,1711,Hortalizas y legumbres,171116,Cebolla,NA,NA,53.05,"Francia, Marruecos, Países Bajos",33.4,"Francia, Marruecos, Países Bajos",33.4,"Perú, Países Bajos, Chile",-4.5,"Perú, Países Bajos, Chile",-4.5
2022,I,Agroalimentario,17,Hortalizas y legumbres,1711,Hortalizas y legumbres,171117,Ajos,NA,NA,9.95,"Francia, Marruecos, Países Bajos",33.4,"Francia, Marruecos, Países Bajos",33.4,"China, Argentina, Francia",-35.4,"China, Argentina, Francia",-35.4
2022,I,Agroalimentario,17,Hortalizas y legumbres,1711,Hortalizas y legumbres,171118,Zanahoria,NA,NA,6.9,"Francia, Marruecos, Países Bajos",33.4,"Francia, Marruecos, Países Bajos",33.4,"Francia, Países Bajos, Portugal",5.2,"Francia, Países Bajos, Portugal",5.2
2022,I,Agroalimentario,17,Hortalizas y legumbres,1711,Hortalizas y legumbres,171119,Las demas hortalizas frescas,NA,NA,366.54,"Francia, Marruecos, Países Bajos",33.4,"Francia, Marruecos, Países Bajos",33.4,"Marruecos, Perú, Portugal",22.9,"Marruecos, Perú, Portugal",22.9
2022,I,Agroalimentario,17,Hortalizas y legumbres,1711,Hortalizas y legumbres,171120,Hortalizas congeladas,NA,NA,225.47,"Francia, Marruecos, Países Bajos",33.4,"Francia, Marruecos, Países Bajos",33.4,"Francia, Países Bajos, Bélgica",41.5,"Francia, Países Bajos, Bélgica",41.5
2022,I,Agroalimentario,17,Hortalizas y legumbres,1711,Hortalizas y legumbres,171121,Hortalizas conservadas o secas,NA,NA,110.83,"Francia, Marruecos, Países Bajos",33.4,"Francia, Marruecos, Países Bajos",33.4,"China, India, Marruecos",25.8,"China, India, Marruecos",25.8
2022,I,Agroalimentario,17,Hortalizas y legumbres,1711,Hortalizas y legumbres,171122,Legumbres,NA,NA,213.36,"Francia, Marruecos, Países Bajos",33.4,"Francia, Marruecos, Países Bajos",33.4,"Argentina, Estados Unidos, Canadá",29.6,"Argentina, Estados Unidos, Canadá",29.6
2022,I,Agroalimentario,18,Frutas,1811,Frutas,181111,Cítricos,NA,NA,206.7,"Estados Unidos, Marruecos, Perú",12.5,"Estados Unidos, Marruecos, Perú",12.5,"Sudáfrica, Argentina, Portugal",-4.5,"Sudáfrica, Argentina, Portugal",-4.5
2022,I,Agroalimentario,18,Frutas,1811,Frutas,181112,Melones y sandías,NA,NA,163.63,"Estados Unidos, Marruecos, Perú",12.5,"Estados Unidos, Marruecos, Perú",12.5,"Marruecos, Brasil, Senegal",22.5,"Marruecos, Brasil, Senegal",22.5
2022,I,Agroalimentario,18,Frutas,1811,Frutas,181114,Fresas,NA,NA,29.11,"Estados Unidos, Marruecos, Perú",12.5,"Estados Unidos, Marruecos, Perú",12.5,"Marruecos, Grecia, Portugal",-12.6,"Marruecos, Grecia, Portugal",-12.6
2022,I,Agroalimentario,18,Frutas,1811,Frutas,181115,Los demás frutos rojos,NA,NA,474.58,"Estados Unidos, Marruecos, Perú",12.5,"Estados Unidos, Marruecos, Perú",12.5,"Marruecos, Portugal, Perú",24.1,"Marruecos, Portugal, Perú",24.1
2022,I,Agroalimentario,18,Frutas,1811,Frutas,181116,Caquis,NA,NA,1.3,"Estados Unidos, Marruecos, Perú",12.5,"Estados Unidos, Marruecos, Perú",12.5,"Perú, Estonia, Uruguay",27.2,"Perú, Estonia, Uruguay",27.2
2022,I,Agroalimentario,18,Frutas,1811,Frutas,181117,"Manzanas, peras y membrillos",NA,NA,223.69,"Estados Unidos, Marruecos, Perú",12.5,"Estados Unidos, Marruecos, Perú",12.5,"Italia, Francia, Portugal",-5.1,"Italia, Francia, Portugal",-5.1
2022,I,Agroalimentario,18,Frutas,1811,Frutas,181118,Plátano,NA,NA,32.47,"Estados Unidos, Marruecos, Perú",12.5,"Estados Unidos, Marruecos, Perú",12.5,"Ecuador, Colombia, Portugal",-5.2,"Ecuador, Colombia, Portugal",-5.2
2022,I,Agroalimentario,18,Frutas,1811,Frutas,181119,Almendras y avellanas,NA,NA,572.8,"Estados Unidos, Marruecos, Perú",12.5,"Estados Unidos, Marruecos, Perú",12.5,"Estados Unidos, Portugal, Australia",18,"Estados Unidos, Portugal, Australia",18
2022,I,Agroalimentario,18,Frutas,1811,Frutas,181120,Uva,NA,NA,156.08,"Estados Unidos, Marruecos, Perú",12.5,"Estados Unidos, Marruecos, Perú",12.5,"Italia, Perú, Chile",18.9,"Italia, Perú, Chile",18.9
2022,I,Agroalimentario,18,Frutas,1811,Frutas,181121,Las demás frutas frescas y desecadas y demás fr,NA,NA,1598.3,"Estados Unidos, Marruecos, Perú",12.5,"Estados Unidos, Marruecos, Perú",12.5,"Perú, Estados Unidos, Costa Rica",10.7,"Perú, Estados Unidos, Costa Rica",10.7
2022,I,Agroalimentario,18,Frutas,1811,Frutas,181122,Frutas congeladas,NA,NA,92.48,"Estados Unidos, Marruecos, Perú",12.5,"Estados Unidos, Marruecos, Perú",12.5,"Marruecos, Bélgica, Portugal",47.7,"Marruecos, Bélgica, Portugal",47.7
2022,I,Agroalimentario,18,Frutas,1811,Frutas,181123,Frutas conservadas provisionalmente y cortezas,NA,NA,11.81,"Estados Unidos, Marruecos, Perú",12.5,"Estados Unidos, Marruecos, Perú",12.5,"Argentina, Perú, Portugal",40.4,"Argentina, Perú, Portugal",40.4
2022,I,Agroalimentario,19,Conservas vegetales,1911,Conservas vegetales,191111,Tomate,NA,NA,14.85,"Bélgica, Francia, Países Bajos",21.8,"Bélgica, Francia, Países Bajos",21.8,"Italia, China, Portugal",60.9,"Italia, China, Portugal",60.9
2022,I,Agroalimentario,19,Conservas vegetales,1911,Conservas vegetales,191112,Aceituna,NA,NA,15.2,"Bélgica, Francia, Países Bajos",21.8,"Bélgica, Francia, Países Bajos",21.8,"Portugal, Egipto, Marruecos",-7.7,"Portugal, Egipto, Marruecos",-7.7
2022,I,Agroalimentario,19,Conservas vegetales,1911,Conservas vegetales,191113,Esparragos,NA,NA,98.91,"Bélgica, Francia, Países Bajos",21.8,"Bélgica, Francia, Países Bajos",21.8,"China, Perú, Namibia",16,"China, Perú, Namibia",16
2022,I,Agroalimentario,19,Conservas vegetales,1911,Conservas vegetales,191114,Las demás hortalizas,NA,NA,596.04,"Bélgica, Francia, Países Bajos",21.8,"Bélgica, Francia, Países Bajos",21.8,"Bélgica, Francia, Perú",27.7,"Bélgica, Francia, Perú",27.7
2022,I,Agroalimentario,19,Conservas vegetales,1911,Conservas vegetales,191115,Zumos,NA,NA,307.04,"Bélgica, Francia, Países Bajos",21.8,"Bélgica, Francia, Países Bajos",21.8,"Países Bajos, Irlanda, Brasil",36.3,"Países Bajos, Irlanda, Brasil",36.3
2022,I,Agroalimentario,19,Conservas vegetales,1911,Conservas vegetales,191116,Confituras y mermeladas,NA,NA,86.74,"Bélgica, Francia, Países Bajos",21.8,"Bélgica, Francia, Países Bajos",21.8,"Francia, Italia, Turquía",26,"Francia, Italia, Turquía",26
2022,I,Agroalimentario,19,Conservas vegetales,1911,Conservas vegetales,191117,Las demás frutas,NA,NA,301.55,"Bélgica, Francia, Países Bajos",21.8,"Bélgica, Francia, Países Bajos",21.8,"Alemania, Indonesia, Turquía",2.7,"Alemania, Indonesia, Turquía",2.7
2022,I,Agroalimentario,20,Vinos y bebidas,2011,Vinos y bebidas,201111,Agua,NA,NA,37.66,"Francia, Reino Unido, Italia",27.7,"Francia, Reino Unido, Italia",27.7,"Francia, Italia, Alemania",35.1,"Francia, Italia, Alemania",35.1
2022,I,Agroalimentario,20,Vinos y bebidas,2011,Vinos y bebidas,201112,Bebidas refrescantes,NA,NA,261.01,"Francia, Reino Unido, Italia",27.7,"Francia, Reino Unido, Italia",27.7,"Austria, Portugal, Alemania",7.1,"Austria, Portugal, Alemania",7.1
2022,I,Agroalimentario,20,Vinos y bebidas,2011,Vinos y bebidas,201113,Cerveza,NA,NA,362.74,"Francia, Reino Unido, Italia",27.7,"Francia, Reino Unido, Italia",27.7,"Bélgica, Francia, Portugal",11.8,"Bélgica, Francia, Portugal",11.8
2022,I,Agroalimentario,20,Vinos y bebidas,2011,Vinos y bebidas,201114,Mosto,NA,NA,13.71,"Francia, Reino Unido, Italia",27.7,"Francia, Reino Unido, Italia",27.7,"Italia, Chile, Alemania",131.3,"Italia, Chile, Alemania",131.3
2022,I,Agroalimentario,20,Vinos y bebidas,2011,Vinos y bebidas,201115,Vino,NA,NA,285.15,"Francia, Reino Unido, Italia",27.7,"Francia, Reino Unido, Italia",27.7,"Francia, Italia, Portugal",14.9,"Francia, Italia, Portugal",14.9
2022,I,Agroalimentario,20,Vinos y bebidas,2011,Vinos y bebidas,201116,Vermut y vino aromátizado,NA,NA,51.71,"Francia, Reino Unido, Italia",27.7,"Francia, Reino Unido, Italia",27.7,"Italia, Alemania, Francia",-6.3,"Italia, Alemania, Francia",-6.3
2022,I,Agroalimentario,20,Vinos y bebidas,2011,Vinos y bebidas,201117,Otras bebidas fermentadas,NA,NA,27.18,"Francia, Reino Unido, Italia",27.7,"Francia, Reino Unido, Italia",27.7,"Suecia, Francia, Irlanda",12.2,"Suecia, Francia, Irlanda",12.2
2022,I,Agroalimentario,20,Vinos y bebidas,2011,Vinos y bebidas,201118,Bebidas espirituosas,NA,NA,1024.68,"Francia, Reino Unido, Italia",27.7,"Francia, Reino Unido, Italia",27.7,"Reino Unido, Estados Unidos, Países Bajos",43.7,"Reino Unido, Estados Unidos, Países Bajos",43.7
2022,I,Agroalimentario,20,Vinos y bebidas,2011,Vinos y bebidas,201119,Alcohol,NA,NA,177.26,"Francia, Reino Unido, Italia",27.7,"Francia, Reino Unido, Italia",27.7,"Pakistán, Francia, Bélgica",62.6,"Pakistán, Francia, Bélgica",62.6
2022,I,Agroalimentario,20,Vinos y bebidas,2011,Vinos y bebidas,201120,Vinagre y sucedáneos,NA,NA,19.01,"Francia, Reino Unido, Italia",27.7,"Francia, Reino Unido, Italia",27.7,"Italia, Francia, Países Bajos",6.1,"Italia, Francia, Países Bajos",6.1
2022,I,Agroalimentario,21,Tabaco,2111,Tabaco,211111,Tabaco,NA,NA,1719.32,"Polonia, Alemania, Portugal",12.3,"Polonia, Alemania, Portugal",12.3,"Polonia, Alemania, Portugal",12.3,"Polonia, Alemania, Portugal",12.3
2022,I,Agroalimentario,22,Grasas y aceites,2211,Grasas y aceites,221111,Aceite de soja,NA,NA,276.49,"Indonesia, China, Portugal",65,"Indonesia, China, Portugal",65,"Argentina, Portugal, Países Bajos",36,"Argentina, Portugal, Países Bajos",36
2022,I,Agroalimentario,22,Grasas y aceites,2211,Grasas y aceites,221112,Aceite de oliva,NA,NA,832.51,"Indonesia, China, Portugal",65,"Indonesia, China, Portugal",65,"Portugal, Túnez, Italia",4216.4,"Portugal, Túnez, Italia",4216.4
2022,I,Agroalimentario,22,Grasas y aceites,2211,Grasas y aceites,221113,Aceite de girasol,NA,NA,1235.32,"Indonesia, China, Portugal",65,"Indonesia, China, Portugal",65,"Ucrania, Bulgaria, Países Bajos",80.3,"Ucrania, Bulgaria, Países Bajos",80.3
2022,I,Agroalimentario,22,Grasas y aceites,2211,Grasas y aceites,221114,Margarina,NA,NA,138.93,"Indonesia, China, Portugal",65,"Indonesia, China, Portugal",65,"Bélgica, Portugal, Italia",33.8,"Bélgica, Portugal, Italia",33.8
2022,I,Agroalimentario,22,Grasas y aceites,2211,Grasas y aceites,221115,Las demás grasas y aceites animales,NA,NA,230.23,"Indonesia, China, Portugal",65,"Indonesia, China, Portugal",65,"Francia, Italia, Noruega",-1,"Francia, Italia, Noruega",-1
2022,I,Agroalimentario,22,Grasas y aceites,2211,Grasas y aceites,221116,"Las demas grasas y aceites vegetales, y de orig",NA,NA,1983.09,"Indonesia, China, Portugal",65,"Indonesia, China, Portugal",65,"Indonesia, Guatemala, Malasia",15.4,"Indonesia, Guatemala, Malasia",15.4
2022,I,Agroalimentario,22,Grasas y aceites,2211,Grasas y aceites,221117,Residuos,NA,NA,1429.19,"Indonesia, China, Portugal",65,"Indonesia, China, Portugal",65,"China, Indonesia, Malasia",90.9,"China, Indonesia, Malasia",90.9
2022,I,Agroalimentario,23,"Semillas, oleaginosas, mandíoca y forraje",2311,"Semillas, oleaginosas, mandíoca y forraje",231111,Soja,NA,NA,1939.18,"Brasil, Estados Unidos, Francia",22.2,"Brasil, Estados Unidos, Francia",22.2,"Brasil, Estados Unidos, Canadá",13.2,"Brasil, Estados Unidos, Canadá",13.2
2022,I,Agroalimentario,23,"Semillas, oleaginosas, mandíoca y forraje",2311,"Semillas, oleaginosas, mandíoca y forraje",231112,Girasol,NA,NA,465.17,"Brasil, Estados Unidos, Francia",22.2,"Brasil, Estados Unidos, Francia",22.2,"Francia, Rumanía, Bulgaria",86,"Francia, Rumanía, Bulgaria",86
2022,I,Agroalimentario,23,"Semillas, oleaginosas, mandíoca y forraje",2311,"Semillas, oleaginosas, mandíoca y forraje",231113,Otros productos del cápitulo 12,NA,NA,1019.24,"Brasil, Estados Unidos, Francia",22.2,"Brasil, Estados Unidos, Francia",22.2,"Países Bajos, Francia, Marruecos",21.6,"Países Bajos, Francia, Marruecos",21.6
2022,I,Agroalimentario,23,"Semillas, oleaginosas, mandíoca y forraje",2311,"Semillas, oleaginosas, mandíoca y forraje",231114,Forrajes,NA,NA,16.88,"Brasil, Estados Unidos, Francia",22.2,"Brasil, Estados Unidos, Francia",22.2,"Francia, Portugal, Rumanía",90.3,"Francia, Portugal, Rumanía",90.3
2022,I,Agroalimentario,23,"Semillas, oleaginosas, mandíoca y forraje",2311,"Semillas, oleaginosas, mandíoca y forraje",231115,Mandioca,NA,NA,33.25,"Brasil, Estados Unidos, Francia",22.2,"Brasil, Estados Unidos, Francia",22.2,"Costa Rica, Bélgica, Países Bajos",2.5,"Costa Rica, Bélgica, Países Bajos",2.5
